player,first,last,name,position1,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16
Jordan Matthews,Jordan,Matthews,Jordan Matthews,WR,3.7,1.7,17.9,2.8,3.5,5.0,4.7,10.0,25.8,16.7,7.7,11.1,2.3,0.0,5.8,18.5
Mike Evans,Mike,Evans,Mike Evans,WR,3.7,4.9,5.2,12.5,0,11.5,7.8,24.4,18.5,34.9,10.7,4.9,16.5,7.3,4.9,11.4
Marqise Lee,Marqise,Lee,Marqise Lee,WR,6.2,1.1,0,0,0,2.6,2.5,0.9,0,1.3,5.2,13.5,7.1000000000000005,1.4,6.5,0.8
Odell Beckham Jr.,Odell,Beckham Jr.,Odell Beckham Jr.,WR,0,0,0,0,10.4,2.8,16.7,15.6,11.9,9.3,28.4,9.4,19.9,30.299999999999997,28.8,26.5
Paul Richardson,Paul,Richardson,Paul Richardson,WR,0,0,0.7,0,0,3.3,2.0,1.2,0.0,2.4,0.0,0.6,2.7,9.0,5.2,6.0
Quincy Enunwa,Quincy,Enunwa,Quincy Enunwa,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Ryan Grant,Ryan,Grant,Ryan Grant,WR,0.0,5.7,0.0,0.0,0,0,0,0,0,0,0,0.0,0.4,0,0,0.7
Seth Roberts,Seth,Roberts,Seth Roberts,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Sammy Watkins,Sammy,Watkins,Sammy Watkins,WR,3.1,17.7,1.9,9.0,8.7,2.7,24.2,23.7,2.7,3.5,3.5,1.1,10.7,2.8,15.5,6.2
Taylor Gabriel,Taylor,Gabriel,Taylor Gabriel,WR,1.3,1.3,7.8999999999999995,9.5,2.4,3.9,6.0,14.7,3.1,9.2,1.3,0.0,1.6,0.2,0.1,6.6
T.J. Jones,T.J.,Jones,T.J. Jones,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Willie Snead,Willie,Snead,Willie Snead,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Amari Cooper,Amari,Cooper,Amari Cooper,WR,4.7,18.9,11.4,10.9,4.9,21.3,4.8,14.8,7.9,0.4,11.5,6.2,0.0,24.0,1.0,2.0
Adam Humphries,Adam,Humphries,Adam Humphries,WR,1.4,0,0,0,0,0,1.4,5.5,2.5,5.0,2.0,0.6,6.6,6.0,1.0,0.0
Breshad Perriman,Breshad,Perriman,Breshad Perriman,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Chris Conley,Chris,Conley,Chris Conley,WR,0,0,1.6,5.3,0.6,1.6,12.3,0.6,0,1.7,0.0,0.0,0,0,0,2.2
Damiere Byrd,Damiere,Byrd,Damiere Byrd,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
DeAndre Carter,DeAndre,Carter,DeAndre Carter,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Devin Funchess,Devin,Funchess,Devin Funchess,WR,0.9,1.5,1.4,0.0,2.4,2.0,0.8,13.1,4.1,12.4,1.9,7.3,2.5,9.0,0.0,16.0
Darius Jennings,Darius,Jennings,Darius Jennings,WR,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,3.7,4.5
DeVante Parker,DeVante,Parker,DeVante Parker,WR,0,0.3,4.6,0.0,0,0,0,0,0,0,14.0,12.3,1.6,8.7,9.3,16.6
Devin Smith,Devin,Smith,Devin Smith,WR,0,0,3.9,1.4,0,0.7,0,0,0.20000000000000018,0.0,9.3,0.0,0.0,0,0,0
DeAndrew White,DeAndrew,White,DeAndrew White,WR,0,1.8,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Geremy Davis,Geremy,Davis,Geremy Davis,WR,0,0.5,0,0,1.6,0.0,0,0,0,0,0,0.0,0,0,0,0
Jamison Crowder,Jamison,Crowder,Jamison Crowder,WR,0.2,0.7,6.5,6.5,8.7,4.0,4.8,5.0,12.0,0.5,1.2,2.9,1.3,0.10000000000000009,3.3,16.9
Justin Hardy,Justin,Hardy,Justin Hardy,WR,0,0,0,0,0,0,0,2.1,1.7,0.7,2.1,3.4,0.9,3.6,1.5,3.4
Jake Kumerow,Jake,Kumerow,Jake Kumerow,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
J.J. Nelson,J.J.,Nelson,J.J. Nelson,WR,0.0,-2.0,0,0,0,0,0,7.0,0,22.2,5.3,9.4,0.0,0.0,0.0,0.0
Nelson Agholor,Nelson,Agholor,Nelson Agholor,WR,0.5,3.1,0.0,-1.5999999999999996,0.5,0,0,0,3.2,1.1,1.5,0.0,14.2,0.0,3.5,2.3
Phillip Dorsett,Phillip,Dorsett,Phillip Dorsett,WR,2.5,2.5,10.3,1.1,0.9,3.0,0.8,0,0,0,0,0.0,0.0,0.1,3.1,3.9
Stefon Diggs,Stefon,Diggs,Stefon Diggs,WR,0,0,0,8.7,12.9,17.700000000000003,17.5,4.2,5.6,6.6,3.1,1.6,1.2,17.5,1.9,0.8
Tyler Lockett,Tyler,Lockett,Tyler Lockett,WR,9.4,1.7,6.0,3.8999999999999995,2.9,0.0,15.9,3.6,0.7,17.3,3.8,9.7,24.4,11.5,3.3,4.3
Tyrell Williams,Tyrell,Williams,Tyrell Williams,WR,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0
Alex Erickson,Alex,Erickson,Alex Erickson,WR,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.6,1.6,0.0,0.5,0.0
Cody Core,Cody,Core,Cody Core,WR,0,0,0,0,0,0,0,0,0,0,0.0,5.8,0.8,1.3,3.9,8.2
Chris Moore,Chris,Moore,Chris Moore,WR,1.3,0.9,0.2,0.6,0,0.0,1.1,0.2,1.0,0,0,0.7,0.5,0.0,0.0,0.0
Chester Rogers,Chester,Rogers,Chester Rogers,WR,0,0.0,0.0,3.9,2.4,6.3,3.0,0,0.0,0.0,0.0,0.0,2.1,2.4,0.0,7.2
Demarcus Robinson,Demarcus,Robinson,Demarcus Robinson,WR,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0
D'haquille Williams,D'haquille,Williams,D'haquille Williams,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Geronimo Allison,Geronimo,Allison,Geronimo Allison,WR,0,0,0,0,0,0,8.1,0.0,1.7,0.0,0,0.0,0,0.7,6.6,15.1
Jakeem Grant,Jakeem,Grant,Jakeem Grant,WR,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0,0.0,0.0,0.1
Johnny Holton,Johnny,Holton,Johnny Holton,WR,0,1.7999999999999998,0.2,0,0,0,2.5,0.2,0,0,3.0,0.0,0,0,0,-2.0
J.D. McKissic,J.D.,McKissic,J.D. McKissic,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1.8
Jaydon Mickens,Jaydon,Mickens,Jaydon Mickens,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Kalif Raymond,Kalif,Raymond,Kalif Raymond,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,-2.0,0.0
Laquon Treadwell,Laquon,Treadwell,Laquon Treadwell,WR,0,0,0,0.0,0,0,0,1.5,0,0,0,0.0,0,0,0,0
Marvin Hall,Marvin,Hall,Marvin Hall,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Marcus Johnson,Marcus,Johnson,Marcus Johnson,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Michael Thomas,Michael,Thomas,Michael Thomas,WR,5.8,5.6,13.1,10.4,13.8,13.0,6.3,19.3,0.0,6.8,22.8,4.2,0,11.2,9.8,21.6
Mike Thomas,Mike,Thomas,Mike Thomas,WR,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,-0.3999999999999999,0.6,0,1.5
Pharoh Cooper,Pharoh,Cooper,Pharoh Cooper,WR,0,0,0,0,0.0,0,0,0.3,0.6,1.0,0,0.8,2.2,2.1,0.0,1.6
Robby Anderson,Robby,Anderson,Robby Anderson,WR,0,0,3.4,1.2,1.0,2.4,7.1,3.1,4.9,6.9,1.4,14.1,11.1,16.0,0.0,4.3
Rashard Higgins,Rashard,Higgins,Rashard Higgins,WR,0,0.0,0.0,0,0.0,1.4,1.9,1.0,0,0,0.0,3.4,0,0,0.0,0.0
Sterling Shepard,Sterling,Shepard,Sterling Shepard,WR,10.3,11.7,13.3,3.0,1.4,2.5,3.2,11.0,10.2,11.0,2.2,8.1,3.9,11.6,12.3,3.7
Tyler Boyd,Tyler,Boyd,Tyler Boyd,WR,2.4,5.8,1.8,1.0,3.3,7.9,0.3,4.1,1.2,11.4,6.2,6.6,8.9,1.3,2.5,5.4
Trevor Davis,Trevor,Davis,Trevor Davis,WR,0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,-2.0,0,0,0.0,0,0,0,0
Tyreek Hill,Tyreek,Hill,Tyreek Hill,WR,6.9,0.7000000000000001,2.3000000000000003,8.2,2.0,12.100000000000001,16.5,3.2,10.1,6.1,23.5,7.199999999999999,16.799999999999997,14.8,17.5,12.1
Tevin Jones,Tevin,Jones,Tevin Jones,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Tajae Sharpe,Tajae,Sharpe,Tajae Sharpe,WR,7.6,3.3,4.8,1.5,1.7,0.1,5.9,1.1,5.8,12.8,12.8,1.1,0.0,1.0,4.8,0.0
Will Fuller,Will,Fuller,Will Fuller,WR,16.7,10.4,3.1,20.1,0.4,0,2.2,2.3,0,1.7,6.0,5.9,2.2,3.9000000000000004,3.9,2.4
Austin Carr,Austin,Carr,Austin Carr,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Andre Patton,Andre,Patton,Andre Patton,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Bobo Wilson,Bobo,Wilson,Bobo Wilson,WR,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,7.8,0.4
C.J. Board,C.J.,Board,C.J. Board,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Corey Davis,Corey,Davis,Corey Davis,WR,6.9,0.4,0,0,0,0,0,2.8,2.8,2.7,3.9,1.2,2.9,2.8,9.1,0.0
Chris Godwin,Chris,Godwin,Chris Godwin,WR,0.0,4.4,0,0.8,0.9,0.5,0.8,0.9,6.8,3.8,1.7,2.4,6.8,1.8,9.8,17.1
Cyril Grayson,Cyril,Grayson,Cyril Grayson,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Cody Hollister,Cody,Hollister,Cody Hollister,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Cooper Kupp,Cooper,Kupp,Cooper Kupp,WR,13.6,3.3,1.7,12.0,4.4,3.5,11.1,5.4,4.7,4.4,11.6,6.8,17.8,2.1,12.5,0
Curtis Samuel,Curtis,Samuel,Curtis Samuel,WR,0,0.7,3.6,0,0.0,0.8,2.0,2.6,3.6999999999999997,4.5,0,0.0,0,0,0,0
Chad Williams,Chad,Williams,Chad Williams,WR,0,1.5,0.8,0,0,0,0,0,0,0,0.8,0.0,3.3,0.0,0,0
David Moore,David,Moore,David Moore,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Dede Westbrook,Dede,Westbrook,Dede Westbrook,WR,0,0,0,0,0,0,0,0,0,3.5,4.1,7.8,14.1,2.1,7.4,0.9
Fred Brown,Fred,Brown,Fred Brown,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Greg Ward Jr.,Greg,Ward Jr.,Greg Ward Jr.,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Isaiah Ford,Isaiah,Ford,Isaiah Ford,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Isaiah McKenzie,Isaiah,McKenzie,Isaiah McKenzie,WR,0.0,0.0,0.4,0.0,0.0,0,-2.0,1.4,-2.0,0,0,0.0,0,0,0.8,0.7
JoJo Natson,JoJo,Natson,JoJo Natson,WR,0,0,0,0,0,0,0,0,0,0.0,-0.1,0.0,0.0,3.4,0.0,0.0
Josh Reynolds,Josh,Reynolds,Josh Reynolds,WR,0,2.8,0,0,0,0,0,0.0,0,0.0,9.7,0.6,1.7,0,0.0,1.6
John Ross,John,Ross,John Ross,WR,0,-0.8,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
Juju Smith-Schuster,Juju,Smith-Schuster,Juju Smith-Schuster,WR,0.0,7.6,3.9,10.7,5.8,3.2,9.9,27.3,15.7,4.7,0,1.7,0,11.4,13.5,26.3
Kendrick Bourne,Kendrick,Bourne,Kendrick Bourne,WR,0,0,0,0,0,0,0.0,0.0,3.9,4.2,2.2,0.0,2.9,8.5,1.2,2.8
Keelan Cole,Keelan,Cole,Keelan Cole,WR,0.0,1.3,1.3,1.0,0.4,0.7,6.4,4.7,6.1,2.4,3.0,10.9,17.9,24.6,10.8,1.2999999999999998
Kenny Golladay,Kenny,Golladay,Kenny Golladay,WR,20.9,0.8,2.5,0,0,0,0,0,6.4,5.2,6.1,4.4,2.6,2.9,2.8,16.0
Krishawn Hogan,Krishawn,Hogan,Krishawn Hogan,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Mack Hollins,Mack,Hollins,Mack Hollins,WR,0,3.2,0,0,0,3.8,14.4,3.0,0.8,0.7,1.2,1.0,0.0,0.0,0,2.5
Mike Williams,Mike,Williams,Mike Williams,WR,0,0,0,0,0,1.5,0.0,0.7,2.4,3.8,0,0.0,0.3,0.0,0.0,0.8
Rashard Davis,Rashard,Davis,Rashard Davis,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Robert Davis,Robert,Davis,Robert Davis,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Ryan Switzer,Ryan,Switzer,Ryan Switzer,WR,0.0,0.0,0.3,-1.7,0.0,0.5,0.7,0.0,0.0,0.0,-0.4,6.0,0.0,0.0,0.0,3.2
Tim Patrick,Tim,Patrick,Tim Patrick,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Taywan Taylor,Taywan,Taylor,Taywan Taylor,WR,1.4,5.800000000000001,1.5,0.6,0.5,14.1,4.5,-0.4,3.8,0.0,0.8,1.5,0.0,0.8,0.0,0.5
Zay Jones,Zay,Jones,Zay Jones,WR,2.1,1.8,0.0,1.8,0.9,1.7,3.2,11.3,0,6.8,9.3,2.2,0,0.0,0.0,2.5
Zach Pascal,Zach,Pascal,Zach Pascal,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Antonio Callaway,Antonio,Callaway,Antonio Callaway,WR,0.0,16.8,2.0,5.4,2.2,2.9,1.4,9.6,5.1,3.9,12.2,6.4,0.0,9.5,0.0,13.9
Allen Lazard,Allen,Lazard,Allen Lazard,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.7
Anthony Miller,Anthony,Miller,Anthony Miller,WR,1.4,7.1,3.5,0,8.9,3.5,10.4,5.800000000000001,20.2,8.4,4.42,6.1,0.0,0.0,8.8,0.7
Auden Tate,Auden,Tate,Auden Tate,WR,0,0,0,0,0,0,0,0,0.0,0.5,1.5,0.0,0,0.0,0,1.5
Braxton Berrios,Braxton,Berrios,Braxton Berrios,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Byron Pringle,Byron,Pringle,Byron Pringle,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Brandon Zylstra,Brandon,Zylstra,Brandon Zylstra,WR,0,0,0,0,0.0,0,2.3,0,0.0,0,0,0.0,0,0,0.0,0.0
Chad Beebe,Chad,Beebe,Chad Beebe,WR,0,0,0,0,0,0,0,0,2.1,1.8,0,0.0,0,0,0.0,0
Christian Blake,Christian,Blake,Christian Blake,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Christian Kirk,Christian,Kirk,Christian Kirk,WR,0.4,2.7,9.0,3.5,17.0,7.7,5.7,10.2,0.8,15.7,4.1,7.7,0,0,0,0
Chris Lacy,Chris,Lacy,Chris Lacy,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
Codey McElroy,Codey,McElroy,Codey McElroy,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Calvin Ridley,Calvin,Ridley,Calvin Ridley,WR,0.0,12.7,35.5,17.5,3.8,4.7,4.3,15.7,4.0,3.7,13.3,2.2,1.0,4.2,17.0,9.2
Cam Sims,Cam,Sims,Cam Sims,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Courtland Sutton,Courtland,Sutton,Courtland Sutton,WR,4.5,0.9,3.7,5.1,7.8,5.8,8.8,7.8,5.7,7.8,1.4,14.5,1.2999999999999998,4.2,12.5,4.5
Cedrick Wilson,Cedrick,Wilson,Cedrick Wilson,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Deontay Burnett,Deontay,Burnett,Deontay Burnett,WR,0,0,0,0,0,0,0.9,6.1,0.0,0,0,0.0,0,0,0.0,7.3
Deon Cain,Deon,Cain,Deon Cain,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
D.J. Chark,D.J.,Chark,D.J. Chark,WR,0,-0.7,0.0,0.6,6.8,0.0,3.1,4.1,0.0,1.5,0,0.0,0,0,0,0.0
DaeSean Hamilton,DaeSean,Hamilton,DaeSean Hamilton,WR,0,0,0.0,0.0,4.4,0.0,0.0,0,0,0.4,1.3,0.0,10.7,4.6,10.0,4.9
D.J. Moore,D.J.,Moore,D.J. Moore,WR,0.3,13.8,0.3,6.7,3.7,2.9,12.9,4.800000000000001,2.5,21.7,9.799999999999999,6.5,6.7,1.4000000000000004,1.9,8.1
Dante Pettis,Dante,Pettis,Dante Pettis,WR,12.1,3.5,0.0,0.0,0,0,0,0.0,0.0,1.2,13.7,26.700000000000003,10.9,8.3,2.1,0
Damion Ratley,Damion,Ratley,Damion Ratley,WR,0,0,0,0,0,8.2,2.3,2.1,1.6,0,0,0.2,0,0,0,0
Da'Mari Scott,Da'Mari,Scott,Da'Mari Scott,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0
Jaleel Scott,Jaleel,Scott,Jaleel Scott,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
James Washington,James,Washington,James Washington,WR,0,7.4,2.5,1.0,0.0,0.0,0,1.7,0,1.1,0.0,0.0,1.1,6.5,0.0,6.4
Justin Watson,Justin,Watson,Justin Watson,WR,0,0,0,0,0,0,0.5,0,0,0,0,0.0,0,0,0,0.0
Javon Wims,Javon,Wims,Javon Wims,WR,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,3.2
Keke Coutee,Keke,Coutee,Keke Coutee,WR,0,0,0,10.700000000000001,11.3,3.3,0.3,0,0,7.7,1.4,0.0,0,0,0,0
Khadarel Hodge,Khadarel,Hodge,Khadarel Hodge,WR,0,0,0,0,1.4,0,0,0,0,0,0.3,0.0,0,0.0,0,0
Marcell Ateman,Marcell,Ateman,Marcell Ateman,WR,0,0,0,0,0,0,0,0,0,5.0,1.6,7.6,4.5,2.0,0.0,0.7
Michael Gallup,Michael,Gallup,Michael Gallup,WR,0.9,0.5,1.7,4.5,0.6,2.7,16.1,5.1,3.4,1.0,1.9,7.6,2.4,0,11.3,7.0
Malik Turner,Malik,Turner,Malik Turner,WR,0,0,0,0,0,0,0,0,0,0,1.9,0.1,0,0.0,0,0
Marquez Valdes-Scantling,Marquez,Valdes-Scantling,Marquez Valdes-Scantling,WR,0.0,0.3,0.0,3.8,12.8,10.3,12.5,10.1,4.4,0.8,0.3,4.8,1.9,1.2,7.5,4.3
Robert Foster,Robert,Foster,Robert Foster,WR,0.0,3.0,0.0,0.0,0,0,0,0,0,10.5,17.4,2.7,10.4,18.8,5.2,8.1
Rico Gafford,Rico,Gafford,Rico Gafford,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Russell Gage,Russell,Gage,Russell Gage,WR,0,0,0,0,0.0,0.9,0,0,0,0,0,0.7,0.0,3.3,0.0,1.4
Richie James,Richie,James,Richie James,WR,0,0,0,0,0.7,0.0,0.0,0.0,6.0,0.0,2.7,-2.0,0.0,6.0,0.4,9.2
Steven Mitchell,Steven,Mitchell,Steven Mitchell,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
Trey Quinn,Trey,Quinn,Trey Quinn,WR,0.0,0,0,0,0,0,0,0,0,4.9,8.6,0.0,0,0,0,0
Trent Sherfield,Trent,Sherfield,Trent Sherfield,WR,0,0,0,0,0,0,0,0,0.0,0.6,0.6,2.1,7.7,7.5,6.2,2.3
Tre'Quan Smith,Tre'Quan,Smith,Tre'Quan Smith,WR,0.0,1.8,0,0.0,25.1,4.4,1.8,8.3,0,21.7,0,0.0,0.0,1.5,1.1,9.0
Vyncint Smith,Vyncint,Smith,Vyncint Smith,WR,0.0,0,2.8,0,0,0,0,0,0,0,0,0.0,0,0,9.5,2.8
